Crop,District,Office Name,PIN-code,Price,StateName,Vendor Name,Weight,id
Masoor Dal,CHITTORGARH,Sudri B.O,312901,146.75,Rajasthan,Danvir,1.5,294
Carrots,PATAN,Sedrana BO,384151,105.25,Gujarat,Bandan,2,295
Sweet Potatoes,MAHESANA,Jagudan SO,384460,41,Gujarat,Powrnika,0.5,296
Wheat,FAIZABAD,Rauzagaon BO,224116,19.75,Uttar Pradesh,Anusuya,0.5,297
Onions,ETAWAH,Barhpura BO,206131,86.5,Uttar Pradesh,Rangika,2,298
Spinach,KURNOOL,Akkampalli B.O,518145,26.75,Andhra Pradesh,Ishaana,0.5,299
Tamarind,KHORDA,Pariorada B.O,752023,347.75,Odisha,Thamiliny,2,300
Corn,NORTH 24 PARGANAS,Balti BO,743273,569.5,West Bengal,Hesha,3,301
Strawberry,SIBSAGAR,Borahibari B.O,785680,1212.5,Assam,Yanaja,3,302
Potatoes,Gadchiroli,Durgapur B.O,442606,26.75,Maharashtra,Rajabrata,1.5,303
Cucumbers,RAISEN,Makhni B.O,464551,20.75,Madhya Pradesh,Afrah,0.5,304
Barley,KOZHIKODE,Poovattu Paramba BO,673008,203,Kerala,Neelesh,1.5,305
Oats,JASPUR,Jaikari BO,496334,78,Chattisgarh,Ekanath,0.5,306
Corn,CHITTORGARH,Sudri B.O,312901,95,Rajasthan,Feeza,0.5,307
Grapes,Bidar,Yengunda B.O,585326,194.5,Karnataka,Padmanabh,3,308
Capsicum,JANJGIRCHAMPA,Amaldiha BO,495692,120.25,Chattisgarh,Sakaran,2,309
Onions,KALABURAGI,Lad Mugali B.O,585316,64.75,Karnataka,Thananthi,1.5,310
Potatoes,NAGAPATTINAM,Buthanur B.O,609312,53.5,Tamil Nadu,Sethan,3,311
Oats,Sangli,Nagarale B.O,416308,156,Maharashtra,Agaja,1,312
Wheat,Malegaon,Vitave B.O,423101,19.75,Maharashtra,Moulya,0.5,313
Sweet Potatoes,JUNAGADH,Sherdi BO,362640,204.5,Gujarat,Vaayini,2.5,314
Cucumbers,KOKRAJHAR,Bashbari B.O,783337,82.75,Assam,Rukshinny,2,315
Strawberry,DHOLPUR,Basai Ghiyaram BO,328025,202,Rajasthan,Kavinmalar,0.5,316
Barley,TIRUVARUR,Rayapuram B.O,612803,67.75,Tamil Nadu,Rakathan,0.5,317
Masoor Dal,WEST MIDNAPORE,Jamna BO,721140,195.5,West Bengal,Adharva,2,318
Garlic,SANGAREDDY,Guntamarpally B.O,502246,562,Telangana,Pravisma,2,319
Tamarind,NORTH DINAJPUR,Kunor BO,733129,260.75,West Bengal,Pratikshili,1.5,320
Carrots,NAINITAL,Jangaliagaon BO,263136,79,Uttarakhand,Ushanandini,1.5,321
Spinach,JUNAGADH,Khambhaliya BO,362030,107.25,Gujarat,Anbupriya,2,322
Rice,BELAGAVI,Saptasagar B.O,591304,115.25,Karnataka,Kangeya,2.5,323
Rajma,VAISHALI,Marai BO,844501,253.75,Bihar,Lisa,1.5,324
Carrots,MANDI,Parwara BO,175029,79,Himachal Pradesh,Balakk,1.5,325
Garlic,MAINPURI,Madhan BO,205263,281,Uttar Pradesh,Loki,1,326
Tamarind,BULANDSHAHR,Subhash  Road  Khurja SO,203131,87,Uttar Pradesh,Archna,0.5,327
Cucumbers,GONDA,Umrapur Chauhan BO,271401,62,Uttar Pradesh,Jayagopal,1.5,328
Oats,Bidar,Kappargaon B.O,585329,234,Karnataka,Pradhayan,1.5,329
Grapes,MADURAI,Tirumangalam SO,625706,162.25,Tamil Nadu,Arurthan,2.5,330
Sweet Potatoes,CHHATARPUR,Ghoora B.O,471105,245.25,Madhya Pradesh,Purva,3,331
Corn,SAMBALPUR,Basantpur B.O,768025,189.75,Odisha,Lashena,1,332
Spinach,MAHESANA,Khadia BO,362640,53.5,Gujarat,Saubhagh,1,333
Onions,NAGAUR,Ratanga B.O,341027,129.75,Rajasthan,Omesh,3,334
Capsicum,SANGRUR,Rampur Gujran BO,148033,180.5,Punjab,Janashine,3,335
Wheat,JAUNPUR,Takha BO,223101,59.25,Uttar Pradesh,Radhvanth,1.5,336
Rajma,DAHOD,Abhlod BO,389152,423,Gujarat,Vivekananthen,2.5,337
Strawberry,KANDHAMAL,Dadingia B.O,762101,202,Odisha,Champabati,0.5,338
Masoor Dal,SIVAGANGA,Silambani B.O,630302,146.75,Tamil Nadu,Pulithevan,1.5,339
Potatoes,BANKA,Lilatari BO,813109,35.75,Bihar,Hemavani,2,340
Rice,LATUR,Gaur B.O,413531,46,Maharashtra,Poojita,1,341
Barley,VELLORE,Chinnathottalam B.O,635813,67.75,Tamil Nadu,Sanyukta,0.5,342
Rajma,JAMNAGAR,Jamwali BO,360530,84.5,Gujarat,Priya,0.5,343
Capsicum,PITHORAGARH,Titari BO,262543,120.25,Uttarakhand,Suriyanilavan,2,344
Garlic,PURI,Palasahi,752114,562,Odisha,Vaitheegan,2,345
Wheat,WEST MIDNAPORE,Jamna BO,721140,79,West Bengal,Nirek,2,346
Cucumbers,East Godavari,Mori S.O (East Godavari),533250,103.5,Andhra Pradesh,Anpan,2.5,347
Carrots,DAKSHINA KANNADA,Alike B.O,574235,131.5,Karnataka,Arunmithran,2.5,348
Masoor Dal,JAGATSINGHAPUR,S.Basandhara B.O,754111,195.5,Odisha,Purandeswari,2,349
Rice,BIJNOR,Birla Farm BO,246722,92,Uttar Pradesh,Aaramuthan,2,350
Barley,VADODARA,Pratappura BO,391774,67.75,Gujarat,Chandraanan,0.5,351
Strawberry,DHARMAPURI,Agraharam B.O,636903,808.25,Tamil Nadu,Tamilendi,2,352
Potatoes,AKOLA,Digras B.O,444501,9,Maharashtra,Thiepana,0.5,353
Grapes,KASARGOD,Kodoth BO,671531,162.25,Kerala,Somananda,2.5,354
Onions,RAICHUR,Raichur Saath Katchery S.O,584101,108,Karnataka,Sathyavache,2.5,355
Spinach,KALABURAGI,Hireanur B.O,585221,107.25,Karnataka,Vinosha,2,356
Sweet Potatoes,PUNE,Shere B.O,412108,163.5,Maharashtra,Indujan,2,357
Tamarind,TIRUVARUR,Kovilur B.O,614704,174,Tamil Nadu,Ilansezhliyan,1,358
Corn,BEED,Kumbephal B.O,431123,189.75,Maharashtra,Arunth,1,359
Oats,KOLLAM,Aduthala BO,691579,390,Kerala,Hasna,2.5,360
Masoor Dal,PUNE,Nimgaon Sava B.O,410504,195.5,Maharashtra,Ashcharya,2,361
Oats,VAISHALI,Kheshramadih BO,844118,468,Bihar,Yaduvir,3,362
Capsicum,WEST GODAVARI,Ankalampadu B.O,534449,180.5,Andhra Pradesh,Aloke,3,363
Spinach,CHITRADURGA,Kittadhahal B.O,577533,160.75,Karnataka,Tilakshi,3,364
Onions,MADHUBANI,Arerhat SO,847222,21.5,Bihar,Kogul,0.5,365
Tamarind,BANSWARA,Jalampura B.O,327602,87,Rajasthan,Yegaruban,0.5,366
Grapes,NORTH DINAJPUR,Gunjaria Bazar BO,733202,97.25,West Bengal,Mrudhula,1.5,367
Rajma,BANKURA,Charigram BO,722205,507.5,West Bengal,Ayini,3,368
Carrots,BARAN,Mundiyar B.O,325217,79,Rajasthan,Thiroshsun,1.5,369
Wheat,BOKARO,Sabra BO,828134,79,Jharkhand,Nabaneeta,2,370
Cucumbers,RAYAGADA,Gunupur S.O,765022,124,Odisha,Ariez,3,371
Barley,EAST GODAVARI,Raparthi B.O,533445,270.75,Andhra Pradesh,Ambrose,2,372
Garlic,Yavatmal,Gunj B.O,445205,843.25,Maharashtra,Buck,3,373
Sweet Potatoes,BAGPAT,Kakor Kalan BO,250617,41,Uttar Pradesh,Jashi,0.5,374
Potatoes,BARMER,Shobhala Jetmal II B.O,344033,9,Rajasthan,Bimal,0.5,375
Strawberry,CHANDAULI,Prabhupur BO,232109,808.25,Uttar Pradesh,Giaan,2,376
Corn,BIRBHUM,Jhirul BO,731124,569.5,West Bengal,Harshavardhan,3,377
Rice,WEST MIDNAPORE,Dhadangri BO,721517,69,West Bengal,Meganashri,1.5,378
Rajma,BULDHANA,PALSHI,444303,507.5,Maharashtra,Kamalendran,3,379
Strawberry,MANSA,Maghnia BO,151503,202,Punjab,Nathisa,0.5,380
Rice,SURAT,Delvada BO,394620,115.25,Gujarat,Sharjeyan,2.5,381
Onions,BHAVNAGAR,Mandvi BO,364275,86.5,Gujarat,Angie,2,382
Corn,DHOLPUR,Kathoomari BO,328029,95,Rajasthan,Dharanisri,0.5,383
Sweet Potatoes,TIRUPPUR,Velarasivadamalaipalayam BO,641664,245.25,Tamil Nadu,Priyayini,3,384
Grapes,GANJAM,Chikalakhandi B.O,761026,32.5,Odisha,Ojis,0.5,385
Potatoes,Kurnool,Dinnedevarapadu B.O,518002,17.75,Andhra Pradesh,Neelamohan,1,386
Capsicum,DHANBAD,Khasjeena Gora SO,828115,150.5,Jharkhand,Ishayuthan,2.5,387
Garlic,PRATAPGARH,Bhadohi BO,230131,140.5,Uttar Pradesh,Niraashi,0.5,388
Oats,HOSHIARPUR,Mallewal BO,144525,234,Punjab,Kshirsa,1.5,389
Spinach,KOLLAM,Samnagar BO,691310,26.75,Kerala,Krishneel,0.5,390
Tamarind,JHALAWAR,Akawad Khurd B.O,326035,260.75,Rajasthan,Jessy,1.5,391
Carrots,KANDHAMAL,Raikala B.O,762100,105.25,Odisha,Sangamesh,2,392
Masoor Dal,BELAGAVI,Shiltibhavi B.O,591344,49,Karnataka,Manishankar,0.5,393
Wheat,BARDHAMAN,Taltore BO,713336,79,West Bengal,Hemalisha,2,394
Barley,KENDUJHAR,Kumundi (KHA) B.O,758085,270.75,Odisha,Nithik,2,395
Cucumbers,SIWAN,Bhawrajpur BO,841231,20.75,Bihar,Kesopan,0.5,396
Cucumbers,MURSHIDABAD,Ramchandrapur BO,742159,124,West Bengal,Idhayaa,3,397
Grapes,SOUTH 24 PARGANAS,Kashimpur BO,743372,129.75,West Bengal,Valika,2,398
Garlic,EAST MIDNAPORE,Deulia BO,721154,702.5,West Bengal,Nirankar,2.5,399
Potatoes,SRI GANGANAGAR,Chak 5 Ll B.O,335001,53.5,Rajasthan,Dayan,3,400
Rice,AHMED NAGAR,Kaudgaon B.O,414002,138.25,Maharashtra,Purusoth,3,401
Tamarind,MUZAFFARPUR,Majhaulia BO,843104,347.75,Bihar,Thrishana,2,402
Strawberry,JALPAIGURI,Tatpara BO,736208,1212.5,West Bengal,Maher,3,403
Barley,ALIGARH,Madar Darwaja SO,202001,67.75,Uttar Pradesh,Nanmaaran,0.5,404
Carrots,BARDHAMAN,Benachity Market SO,713204,131.5,West Bengal,Yakash,2.5,405
Spinach,ALWAR,Gahankar B.O,301405,160.75,Rajasthan,Nishiana,3,406
Corn,EAST SINGHBHUM,Chirudih BO,832105,284.75,Jharkhand,Sreyansh,1.5,407
Rajma,KANGRA,Nadli BO,176103,84.5,Himachal Pradesh,Harprit,0.5,408
Capsicum,SIRSA,Lehangewala BO,125078,120.25,Haryana,Vaiyahan,2,409
Onions,NELLORE,Gudinarava B.O,524236,43.25,Andhra Pradesh,Thushaenthan,1,410
Sweet Potatoes,AKOLA,Umara B.O,444101,163.5,Maharashtra,Mugana,2,411
Oats,JALPAIGURI,Bhutkidangapara BO,735135,156,West Bengal,Namo,1,412
Wheat,EAST GODAVARI,Chinasankaralapudi B.O,533432,59.25,Andhra Pradesh,Logeish,1.5,413
Masoor Dal,VAISHALI,Balwakuari BO,844103,146.75,Bihar,Nivaanisha,1.5,414
Rice,ROPAR,Katlaur BO,140112,69,Punjab,Bhavanitha,1.5,415
Onions,JAIPUR,Bhalloji BO,303110,64.75,Rajasthan,Nabisha,1.5,416
Cucumbers,VADODARA,Tarsali BO,390009,103.5,Gujarat,Panju,2.5,417
Garlic,REWA,Andwa B.O,486223,421.5,Madhya Pradesh,Ravinthi,1.5,418
Rajma,LALITPUR,Baroda Swami BO,284124,169.25,Uttar Pradesh,Tenzin,1,419
Masoor Dal,BHARATPUR,Nehra Chauth B.O,321203,97.75,Rajasthan,Yazhilan,1,420
Oats,Ananthapur,Kassamudram B.O,515556,156,Andhra Pradesh,Ajaesha,1,421
Tamarind,KALAHANDI,Mingur B.O,766013,521.75,Odisha,Karshayan,3,422
Spinach,BHONGIR,Jalasingaram B.O,508105,80.25,Telangana,Kallaiarasan,1.5,423
Corn,JODHPUR,Jhinjhinyala BO,342023,95,Rajasthan,Haridhaeshini,0.5,424
Grapes,CHANDRAPUR,Khadsangi B.O,442906,162.25,Maharashtra,Janashika,2.5,425
Carrots,AMBALA,SEGTI,134008,26.25,Haryana,Mishya,0.5,426
Potatoes,SIKAR,Rajpura Nosal BO,332742,35.75,Rajasthan,Suraj,2,427
Barley,JAIPUR,Bhalloji BO,303110,338.5,Rajasthan,Mahit,2.5,428
Capsicum,KHAGARIA,Pansalwa BO,852161,30,Bihar,Maitreyae,0.5,429
Sweet Potatoes,AHMED NAGAR,Dighol B.O,413204,122.75,Maharashtra,Surendran,1.5,430
Wheat,EAST DELHI,Shastri Nagar SO East Delhi,110031,118.5,Delhi,Mayah,3,431
Strawberry,MAHESANA,Jagudan SO,384460,1212.5,Gujarat,Bavna,3,432
Spinach,ANANTHAPUR,Thopudurthi B.O,515722,160.75,Andhra Pradesh,Ullasit,3,433
Tamarind,VISAKHAPATNAM,Bandaveedhi B.O,531029,260.75,Andhra Pradesh,Iditri,1.5,434
Cucumbers,VIRUDHUNAGAR,Virudhunagar Bazaar SO,626001,124,Tamil Nadu,Sanjithkumaran,3,435
Oats,KUSHINAGAR,Dharampur BO,274308,78,Uttar Pradesh,Saswith,0.5,436
Barley,PURI,Narua,752110,67.75,Odisha,Aananthika,0.5,437
Rice,KANGRA,Biara BO,176103,138.25,Himachal Pradesh,Adhisaya,3,438
Wheat,SUNDERGARH,Kuliposh B.O,770044,98.75,Odisha,Ishtar,2.5,439
Grapes,BELLARY,Byasidgeri B.O,583224,194.5,Karnataka,Danika,3,440
Carrots,HANUMANGARH,Kulchander B.O,335063,79,Rajasthan,Sangeetha,1.5,441
Rajma,JORHAT,Bandor Chaliha B.O,785633,507.5,Assam,Ajamukhi,3,442
Potatoes,DARBHANGA,Sahasram BO,847203,17.75,Bihar,Yhathushi,1,443
Corn,KACHCHH,Nana Laija BO,370475,569.5,Gujarat,Poonkathir,3,444
Capsicum,SOUTH 24 PARGANAS,Kashimpur BO,743372,90.25,West Bengal,Balaraman,1.5,445
Masoor Dal,JHALAWAR,Kolukheri Kalan B.O,326037,293.25,Rajasthan,Varda,3,446
Onions,MAHENDRAGARH,Rattan Kalan BO,123021,129.75,Haryana,Mrinmayee,3,447
Sweet Potatoes,Kurnool,Sudepalli B.O,518222,204.5,Andhra Pradesh,Vaamalavan,2.5,448
Garlic,JAYASHANKAR,Medaram B.O,506347,562,Telangana,Avalok,2,449
Strawberry,SURAJPUR,Bhaiyathan SO,497231,808.25,Chattisgarh,Ananyo,2,450
Capsicum,DHARMAPURI,Vattuvanahalli B.O,636810,90.25,Tamil Nadu,Pramoth,1.5,451
Rice,DURG,Kumhari SO,490042,115.25,Chattisgarh,Jayabargavi,2.5,452
Potatoes,TONK,Indoli B.O,304502,26.75,Rajasthan,Gahanthika,1.5,453
Garlic,IDUKKI,Vannapuram SO,685607,562,Kerala,Mimi,2,454
Wheat,SAMASTIPUR,Chhatauna BO,848134,59.25,Bihar,Kshrugal,1.5,455
Carrots,TIRUVARUR,Authur B.O,610103,79,Tamil Nadu,Aamodini,1.5,456
Rajma,AMRITSAR,Ramdass SO,143603,338.5,Punjab,Eayana,2,457
Strawberry,PRATAPGARH,Muzahi Bazar BO,230135,1212.5,Uttar Pradesh,Nilaveni,3,458
Cucumbers,MUZAFFARNAGAR,Bhikki BO,251203,20.75,Uttar Pradesh,Maithura,0.5,459
Tamarind,Chittoor,Rangasamudram B.O,517370,87,Andhra Pradesh,Malika,0.5,460
Sweet Potatoes,NADIA,Jalalkhali BO,741102,245.25,West Bengal,Dharsitha,3,461
Barley,BARGARH,Nuagarh B.O,768030,270.75,Odisha,Jeevalogini,2,462
Oats,GORAKHPUR,Jungle Tulshiram BO,273014,234,Uttar Pradesh,Perungundran,1.5,463
Masoor Dal,Guntur,Appikatla S.O,522310,195.5,Andhra Pradesh,Theyvathasan,2,464
Onions,CUDDALORE,Maduranthaganallur B.O,608201,86.5,Tamil Nadu,Anjakey,2,465
Grapes,BALRAMPUR,Dumarkholi BO,497224,97.25,Chattisgarh,Nitinvijay,1.5,466
Spinach,KANCHIPURAM,Illalur BO,603110,26.75,Tamil Nadu,Dhamnalakhmi,0.5,467
Corn,BOTAB,Charanki BO,382450,95,Gujarat,Naathaveni,0.5,468
Barley,EAST GODAVARI,Surapurajupeta B.O,533407,406,Andhra Pradesh,Visheta,3,469
Tamarind,SATARA,Jalagewadi B.O,415520,174,Maharashtra,Danah,1,470
Rice,RAEBARELI,Bhawani Nagar BO,229309,92,Uttar Pradesh,Parimala,2,471
Potatoes,ALIGARH,Rajmau BO,202133,35.75,Uttar Pradesh,Azhagini,2,472
Strawberry,NILGIRIS,Shanthur B.O,643215,202,Tamil Nadu,Manukaran,0.5,473
Rajma,CUDDALORE,Ayyanur Akkaramangalam B.O,608201,423,Tamil Nadu,Suyharsen,2.5,474
Capsicum,DAUSA,Khurra BO,303504,150.5,Rajasthan,Mano,2.5,475
Grapes,SHIVAMOGGA,Ramakrishnapura B.O,577432,129.75,Karnataka,Anbukannan,2,476
Garlic,KATNI,Kymore S.O,483880,562,Madhya Pradesh,Candrasurya,2,477
Corn,Warangal,Intikanne B.O,506112,379.75,Telangana,Ezhiyal,2,478
Masoor Dal,DAKSHINA KANNADA,Chickmudnoor B.O,574203,293.25,Karnataka,Rindiya,3,479
Carrots,WARDHA,Kangaon B.O,442101,52.75,Maharashtra,Riona,1,480
Wheat,KATHUA,Chadwal BO,184144,39.5,Jammu and Kashmir,Sakthiya,1,481
Spinach,BELAGAVI,Sultanpur B.O,591309,107.25,Karnataka,Luckshathra,2,482
Oats,PANCHKULA,Manak  Tabra B.O,134204,312,Haryana,Rishawn,2,483
Sweet Potatoes,JHAJJAR,Mundahera BO,124146,245.25,Haryana,Thushangan,3,484
Cucumbers,CACHAR,Bhairabpur B.O,788815,103.5,Assam,Barnaby,2.5,485
Onions,NELLORE,Pellakur S.O,524129,64.75,Andhra Pradesh,Akshayakumar,1.5,486
Wheat,WEST GODAVARI,Dharmajigudem S.O,534462,98.75,Andhra Pradesh,Gowriya,2.5,487
Potatoes,MAYURBHANJ,Arjunbilla B.O,757039,35.75,Odisha,Rabishan,2,488
Barley,TARN TARAN,Amarkot BO,143419,270.75,Punjab,Kanuraga,2,489
Capsicum,MURSHIDABAD,Khargram Hospital BO,742147,180.5,West Bengal,Rethini,3,490
Grapes,SIVAGANGA,Tiruvalandur B.O,630410,129.75,Tamil Nadu,Tamilineyan,2,491
Garlic,Kohima,Peren S.O,797101,702.5,Nagaland,Nimanthran,2.5,492
Masoor Dal,NAGPUR,Dhawlapur B.O,441302,293.25,Maharashtra,Ramamoorthi,3,493
Onions,HAVERI,Hallur B.O,581119,86.5,Karnataka,Udayanithi,2,494
Carrots,Kurnool,Chityala B.O,518222,79,Andhra Pradesh,Kamalavadana,1.5,495
Rice,INDORE,Murkheda B.O,453115,92,Madhya Pradesh,Dharmaja,2,496
Cucumbers,JAMMU,Gharota BO,181122,20.75,Jammu and Kashmir,Deapak,0.5,497
Strawberry,ARIYALUR,Ariyalur Bazaar SO,621704,1212.5,Tamil Nadu,Bheemesh,3,498
Tamarind,AJMER,Naya Bazar S.O (Ajmer),305001,347.75,Rajasthan,Tanarupi,2,499
Sweet Potatoes,BEMETARA,Bhatagaon BO,491331,122.75,Chattisgarh,Luxsiga,1.5,500
Rajma,ARAVALLI,Limb BO,383325,338.5,Gujarat,Kavila,2,501
Spinach,PANCH MAHALS,Sant Road SO,389120,26.75,Gujarat,Thabusha,0.5,502
Oats,HARIDWAR,Sikroda BO,247661,234,Uttarakhand,Bramhanand,1.5,503
Corn,MAHISAGAR,Dabhali BO,388250,284.75,Gujarat,Yashovarman,1.5,504
Strawberry,JHALAWAR,Churalia B.O,326033,808.25,Rajasthan,Ahimsan,2,505
Rajma,ALIGARH,Gharbara BO,202165,423,Uttar Pradesh,Kashu,2.5,506
Tamarind,MEERUT,Darveshpur BO,250401,434.75,Uttar Pradesh,Prawasthi,2.5,507
Barley,BARDHAMAN,Barakar SO,713324,67.75,West Bengal,Hashree,0.5,508
Grapes,SOUTH 24 PARGANAS,Thakuraniberia BO,743376,194.5,West Bengal,Chinthen,3,509
Spinach,HATHRAS,Bhuraka BO,204214,26.75,Uttar Pradesh,Ezhilinpan,0.5,510
Sweet Potatoes,SAMBALPUR,Rasanpur B.O,768005,163.5,Odisha,Reshvind,2,511
Rice,DADRA  NAGAR HAVELI,Selti BO,396230,46,Dadra and Nagar Hav.,Padamavati,1,512
Garlic,VELLORE,Nammiyambattu B.O,632102,843.25,Tamil Nadu,Janshiga,3,513
Wheat,NELLORE,Katrayapadu B.O,524240,59.25,Andhra Pradesh,Kishown,1.5,514
Masoor Dal,VELLORE,Amirthi B.O,632102,49,Tamil Nadu,Prami,0.5,515
Carrots,PATNA,NAUBATPUR SO,801109,131.5,Bihar,Vethesh,2.5,516
Cucumbers,AMBALA,Baragaon B.O,134203,41.25,Haryana,Baiju,1,517
Corn,KOTHAGUDEM,Arlagudem B.O,507137,189.75,Telangana,Jeroshana,1,518
Oats,VIZIANAGARAM,A S Peta B.O,535281,156,Andhra Pradesh,Abeera,1,519
Onions,WEST DELHI,Hirankudna B.O,110041,129.75,Delhi,Zihani,3,520
Potatoes,KANGRA,Surarwan BO,176401,17.75,Himachal Pradesh,Madhumati,1,521
Capsicum,SAGAR,Patha B.O,470235,90.25,Madhya Pradesh,Lekhan,1.5,522
Rajma,HAILAKANDI,Bishnunagar East B.O,788152,253.75,Assam,Ashiqa,1.5,523
Potatoes,SONIPAT,Kathura BO,131301,17.75,Haryana,Senthamarai,1,524
Tamarind,HASSAN,Hirihalli B.O,573225,174,Karnataka,Yashmiga,1,525
Strawberry,SIRSA,Madho Singhana BO,125055,404.25,Haryana,Aaruthran,1,526
Capsicum,SAGAR,Umra B.O,470232,30,Madhya Pradesh,Aafiya,0.5,527
Grapes,KAMRUP,Champaparabazar B.O,781136,129.75,Assam,Anandharaj,2,528
Masoor Dal,MANCHERIAL,Chinthaguda B.O,504296,195.5,Telangana,Paranesh,2,529
Garlic,VIZIANAGARAM,Gadasam B.O,535580,562,Andhra Pradesh,Krishnathan,2,530
Corn,YAMUNANAGAR,Tajewala B.O,135106,569.5,Haryana,Abiraami,3,531
Barley,BIRBHUM,Nowaparamahadipa BO,731234,406,West Bengal,Viyanya,3,532
Wheat,ARIYALUR,Palayakudi BO,621804,39.5,Tamil Nadu,Piratheeben,1,533
Onions,RAIGARH(MH),Wavandhal B.O,410206,21.5,Maharashtra,Koushali,0.5,534
Spinach,TUTICORIN,Sokkankudiyiruppu B.O,628653,53.5,Tamil Nadu,Buvaneswari,1,535
Carrots,WEST MIDNAPORE,Mangrul BO,721232,131.5,West Bengal,Taamasi,2.5,536
Rice,HAMIRPURHP,Ree BO,177007,115.25,Himachal Pradesh,Rajadharshan,2.5,537
Oats,TEHRI GARHWAL,Kaushal BO,249132,156,Uttarakhand,Harshiya,1,538
Cucumbers,BELLARY,Kanvi Thimmalapura B.O,583132,103.5,Karnataka,Fariel,2.5,539
Sweet Potatoes,KURNOOL,Koilakuntla Bus Stand S.O,518134,204.5,Andhra Pradesh,Anvith,2.5,540
Potatoes,FAIZABAD,Rauzagaon BO,224116,44.75,Uttar Pradesh,Jevarshini,2.5,541
Spinach,TEHRI GARHWAL,Sain BO,249146,134,Uttarakhand,Mathunjala,2.5,542
Wheat,BILASPUR HP,Pantehra BO,174028,19.75,Himachal Pradesh,Yarish,0.5,543
Sweet Potatoes,TIRUCHIRAPPALLI,Palanganatham BO,621651,122.75,Tamil Nadu,Vipratham,1.5,544
Tamarind,BIRBHUM,Paikpara BO,731220,347.75,West Bengal,Garvita,2,545
Onions,BARABANKI,Tera Kalan BO,225301,108,Uttar Pradesh,Sanjuktha,2.5,546
Garlic,Kolhapur,Nandani S.O,416102,421.5,Maharashtra,Mariraj,1.5,547
Rajma,POONCH,Palera BO,185102,507.5,Jammu and Kashmir,Shlesh,3,548
Cucumbers,KANGRA,Zamanabad BO,176001,82.75,Himachal Pradesh,Sachish,2,549
Barley,BOUDH,Lunibahal B.O,762024,270.75,Odisha,Rudrashak,2,550
Carrots,AHMED NAGAR,Deotakli B.O,414502,105.25,Maharashtra,Gaurvi,2,551
Capsicum,SEHORE,Rithwad B.O,466331,90.25,Madhya Pradesh,Khanushree,1.5,552
Masoor Dal,FAIZABAD,Tendha Khurd BO,224164,146.75,Uttar Pradesh,Kalaiyarasi,1.5,553
Corn,North Tripura,Khedacherra B.O,799256,474.75,Tripura,Sathuriyan,2.5,554
Grapes,BHILWARA,Barsani B.O,311204,194.5,Rajasthan,Ganitha,3,555
Rice,TIRUPPUR,Peramium BO,638661,115.25,Tamil Nadu,Tarusha,2.5,556
Oats,KHERI,Ram Nagar Khurd BO,262802,78,Uttar Pradesh,Innusha,0.5,557
Strawberry,NELLORE,Lalapeta B.O,524132,202,Andhra Pradesh,Thanus,0.5,558
Garlic,VIZIANAGARAM,Chemuduguda B.O,535523,281,Andhra Pradesh,Jainika,1,559
Onions,REWA,Majhigawan B.O,486440,64.75,Madhya Pradesh,Ithikashini,1.5,560
Rajma,PRAKASAM,Khambampadu B.O,523201,507.5,Andhra Pradesh,Heer,3,561
Masoor Dal,BHILWARA,Tiliswa B.O,311602,49,Rajasthan,Renuja,0.5,562
Carrots,KARBI ANGLONG,Rangapahar Siding B.O,782470,26.25,Assam,Ilma,0.5,563
Cucumbers,RAICHUR,Anehosur B.O,584122,62,Karnataka,Akshayakirthi,1.5,564
Barley,SONAPUR,Bisimunda B.O,767017,135.25,Odisha,Devnesh,1,565
Rice,Jalgaon,Marul B.O,425503,69,Maharashtra,Mandavya,1.5,566
Potatoes,JAJAPUR,Haladidiha B.O,755016,26.75,Odisha,Dinoya,1.5,567
Sweet Potatoes,SRIKAKULAM,Balada B.O,532457,204.5,Andhra Pradesh,Nivaashan,2.5,568
Wheat,VISAKHAPATNAM,NSTL B.O,530027,118.5,Andhra Pradesh,Aayuratha,3,569
Oats,CHHATARPUR,Ghaura S.O,471313,156,Madhya Pradesh,Hayma,1,570
Strawberry,NAWADA,Bilari BO,805130,808.25,Bihar,Rudraveerya,2,571
Tamarind,SAMBHAL,Alipur Buzurg BO,244414,174,Uttar Pradesh,Raghuram,1,572
Corn,SIKAR,Basri Khurd BO,332708,569.5,Rajasthan,Prakat,3,573
Capsicum,SRIKAKULAM,Salihundam B.O,532405,90.25,Andhra Pradesh,Murshita,1.5,574
Grapes,HAPUR,Nek Nanpur Nanai BO,245208,162.25,Uttar Pradesh,Oshan,2.5,575
Spinach,KARNAL,Lalupura B.O,132114,107.25,Haryana,Haritharini,2,576
Capsicum,AMBEDKAR NAGAR,Mathani BO,224231,120.25,Uttar Pradesh,Hrishitha,2,577
Oats,NABARANGAPUR,Dhondra B.O,764049,468,Odisha,Preeiya,3,578
Grapes,PAURI GARHWAL,Tangroli BO,246113,162.25,Uttarakhand,Thiruazhahan,2.5,579
Rice,PALAKKAD,Mudappallur SO,678705,23,Kerala,Ashreeta,0.5,580
Spinach,Kurnool,Jilledubudakala B.O,518465,134,Andhra Pradesh,Aradanah,2.5,581
Cucumbers,Kanker,PV 26 B.O,494776,103.5,Chattisgarh,Karpakavalli,2.5,582
Strawberry,PARBHANI,Daudgaon B.O,431509,202,Maharashtra,Gandhi,0.5,583
Wheat,CHANDAULI,Bhatiza BO,232110,79,Uttar Pradesh,Talish,2,584
